file name	obj status	project	grant	lab	composite	data type	view	cell	localization	rna extract	replicate	data version	dcc accession	date submitted	date unrestricted	GEO sample accession	lab exp ID	bio rep	seq platform	table name	type	md5sum	size	url	line
wgEncodeRikenCageHpiepcCellPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageHpiepcCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HPIEpC; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=9041503.2,9012801.2; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002747; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6731; geoSampleAccession=GSM979642; labExpId=CThi10104ATC,CThi10101GAT; bioRep=073WC,074WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHpiepcCellPapTssHmm; type=bedRnaElements; md5sum=cd52198e6b309dce58fc32b9cdd70088; size=513K"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	HPIEpC	cell	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002747	2012-03-30	2012-12-30	GSM979642	CThi10104ATC,CThi10101GAT	073WC,074WC	Illumina_HiSeq_2000	wgEncodeRikenCageHpiepcCellPapTssHmm	bedRnaElements	cd52198e6b309dce58fc32b9cdd70088	513K	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHpiepcCellPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageHpiepcCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HPIEpC; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=9041503.2,9012801.2; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002747; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6731; geoSampleAccession=GSM979642; labExpId=CThi10104ATC,CThi10101GAT; bioRep=073WC,074WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHpiepcCellPapTssHmm; type=bedRnaElements; md5sum=cd52198e6b309dce58fc32b9cdd70088; size=513K"
wgEncodeRikenCageHsavecCellPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageHsavecCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HSaVEC; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=0022202.16,9100101.15; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002748; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6737; geoSampleAccession=GSM979645; labExpId=CThi10102ACA,CThi10102ATC; bioRep=093WC,094WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHsavecCellPapTssHmm; type=bedRnaElements; md5sum=534dba862caf1e62bacc5b7286bdc28c; size=1.3M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	HSaVEC	cell	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002748	2012-03-30	2012-12-30	GSM979645	CThi10102ACA,CThi10102ATC	093WC,094WC	Illumina_HiSeq_2000	wgEncodeRikenCageHsavecCellPapTssHmm	bedRnaElements	534dba862caf1e62bacc5b7286bdc28c	1.3M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHsavecCellPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageHsavecCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HSaVEC; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=0022202.16,9100101.15; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002748; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6737; geoSampleAccession=GSM979645; labExpId=CThi10102ACA,CThi10102ATC; bioRep=093WC,094WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHsavecCellPapTssHmm; type=bedRnaElements; md5sum=534dba862caf1e62bacc5b7286bdc28c; size=1.3M"
wgEncodeRikenCageHuvecCellPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageHuvecCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=cell; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001141; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849327; labExpId=J78,J79; bioRep=009WC,010WC; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHuvecCellPapTssHmm; type=bedRnaElements; md5sum=f4239fd75aef86f7ca37999b30759f87; size=5.7M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	HUVEC	cell	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH001141	2012-02-10	2012-11-10	GSM849327	J78,J79	009WC,010WC; labVersion=IDR	Illumina_GA2x	wgEncodeRikenCageHuvecCellPapTssHmm	bedRnaElements	f4239fd75aef86f7ca37999b30759f87	5.7M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCellPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageHuvecCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=cell; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001141; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849327; labExpId=J78,J79; bioRep=009WC,010WC; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHuvecCellPapTssHmm; type=bedRnaElements; md5sum=f4239fd75aef86f7ca37999b30759f87; size=5.7M"
wgEncodeRikenCageHuvecCytosolPamTssHmm.bedRnaElements.gz	replaced - using -1 instead of . to represent missing data	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	HUVEC	cytosol	longNonPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000342	2011-11-04	2012-08-04	GSM849350	I72	"wgEncodeRikenCageHuvecCytosolPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=cytosol; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000342; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5073; geoSampleAccession=GSM849350; labExpId=I72; bioRep=gen0116C; labVersion=IDR; type=bedRnaElements; md5sum=9857646f0380943ac53a48cb5f9b18c1; size=6.6M"	"wgEncodeRikenCageHuvecCytosolPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=cytosol; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000342; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5073; geoSampleAccession=GSM849350; labExpId=I72; bioRep=gen0116C; labVersion=IDR; type=bedRnaElements; md5sum=9857646f0380943ac53a48cb5f9b18c1; size=6.6M"	"wgEncodeRikenCageHuvecCytosolPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=cytosol; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000342; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5073; geoSampleAccession=GSM849350; labExpId=I72; bioRep=gen0116C; labVersion=IDR; type=bedRnaElements; md5sum=9857646f0380943ac53a48cb5f9b18c1; size=6.6M"	bedRnaElements	9857646f0380943ac53a48cb5f9b18c1	6.6M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolPamTssHmm.bedRnaElements.gz	"wgEncodeRikenCageHuvecCytosolPamTssHmm.bedRnaElements.gz	objStatus=replaced - using -1 instead of . to represent missing data; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=cytosol; rnaExtract=longNonPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000342; dateSubmitted=2011-11-04; dateUnrestricted=2012-08-04; subId=5073; geoSampleAccession=GSM849350; labExpId=I72; bioRep=gen0116C; labVersion=IDR; type=bedRnaElements; md5sum=9857646f0380943ac53a48cb5f9b18c1; size=6.6M"
wgEncodeRikenCageHuvecCytosolPamTssHmmV2.bedRnaElements.gz	NA	"wgEncodeRikenCageHuvecCytosolPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=cytosol; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000342; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849350; labExpId=I72; bioRep=gen0116C; tableName=wgEncodeRikenCageHuvecCytosolPamTssHmmV2; type=bedRnaElements; md5sum=c2e3a62a746f0915746e3471cd24827b; size=6.6M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	HUVEC	cytosol	longNonPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000342	2012-02-10	2012-11-10	GSM849350	I72	"wgEncodeRikenCageHuvecCytosolPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=cytosol; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000342; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849350; labExpId=I72; bioRep=gen0116C; tableName=wgEncodeRikenCageHuvecCytosolPamTssHmmV2; type=bedRnaElements; md5sum=c2e3a62a746f0915746e3471cd24827b; size=6.6M"	"wgEncodeRikenCageHuvecCytosolPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=cytosol; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000342; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849350; labExpId=I72; bioRep=gen0116C; tableName=wgEncodeRikenCageHuvecCytosolPamTssHmmV2; type=bedRnaElements; md5sum=c2e3a62a746f0915746e3471cd24827b; size=6.6M"	wgEncodeRikenCageHuvecCytosolPamTssHmmV2	bedRnaElements	c2e3a62a746f0915746e3471cd24827b	6.6M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolPamTssHmmV2.bedRnaElements.gz	"wgEncodeRikenCageHuvecCytosolPamTssHmmV2.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=cytosol; rnaExtract=longNonPolyA; submittedDataVersion=V2 - Repacing . with -1 for missing data; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH000342; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5609; geoSampleAccession=GSM849350; labExpId=I72; bioRep=gen0116C; tableName=wgEncodeRikenCageHuvecCytosolPamTssHmmV2; type=bedRnaElements; md5sum=c2e3a62a746f0915746e3471cd24827b; size=6.6M"
wgEncodeRikenCageHuvecCytosolPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageHuvecCytosolPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=cytosol; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001142; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849324; labExpId=K03,K04; bioRep=029C,030C; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHuvecCytosolPapTssHmm; type=bedRnaElements; md5sum=2f4e1bce2a46cfeeedd6889929499d5d; size=5.9M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	HUVEC	cytosol	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH001142	2012-02-10	2012-11-10	GSM849324	K03,K04	029C,030C; labVersion=IDR	Illumina_GA2x	wgEncodeRikenCageHuvecCytosolPapTssHmm	bedRnaElements	2f4e1bce2a46cfeeedd6889929499d5d	5.9M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageHuvecCytosolPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=cytosol; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001142; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849324; labExpId=K03,K04; bioRep=029C,030C; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHuvecCytosolPapTssHmm; type=bedRnaElements; md5sum=2f4e1bce2a46cfeeedd6889929499d5d; size=5.9M"
wgEncodeRikenCageHuvecNucleusPamTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageHuvecNucleusPamTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=nucleus; rnaExtract=longNonPolyA; readType=1x36; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002749; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6741; geoSampleAccession=GSM979644; labExpId=CTig10027; bioRep=gen0162N; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHuvecNucleusPamTssHmm; type=bedRnaElements; md5sum=1e6748fab032faa8a4d4df7a369f41e6; size=1.7M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	HUVEC	nucleus	longNonPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002749	2012-03-30	2012-12-30	GSM979644	CTig10027	gen0162N	Illumina_GA2x	wgEncodeRikenCageHuvecNucleusPamTssHmm	bedRnaElements	1e6748fab032faa8a4d4df7a369f41e6	1.7M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecNucleusPamTssHmm.bedRnaElements.gz	"wgEncodeRikenCageHuvecNucleusPamTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=nucleus; rnaExtract=longNonPolyA; readType=1x36; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002749; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6741; geoSampleAccession=GSM979644; labExpId=CTig10027; bioRep=gen0162N; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHuvecNucleusPamTssHmm; type=bedRnaElements; md5sum=1e6748fab032faa8a4d4df7a369f41e6; size=1.7M"
wgEncodeRikenCageHuvecNucleusPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageHuvecNucleusPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=nucleus; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001143; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849325; labExpId=K05,K06; bioRep=029N,030N; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHuvecNucleusPapTssHmm; type=bedRnaElements; md5sum=57935352afce004be1f70f6f40a99ea0; size=10M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	HUVEC	nucleus	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH001143	2012-02-10	2012-11-10	GSM849325	K05,K06	029N,030N; labVersion=IDR	Illumina_GA2x	wgEncodeRikenCageHuvecNucleusPapTssHmm	bedRnaElements	57935352afce004be1f70f6f40a99ea0	10M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecNucleusPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageHuvecNucleusPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HUVEC; localization=nucleus; rnaExtract=longPolyA; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH001143; dateSubmitted=2012-02-10; dateUnrestricted=2012-11-10; subId=5610; geoSampleAccession=GSM849325; labExpId=K05,K06; bioRep=029N,030N; labVersion=IDR; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHuvecNucleusPapTssHmm; type=bedRnaElements; md5sum=57935352afce004be1f70f6f40a99ea0; size=10M"
wgEncodeRikenCageHvmfCellPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageHvmfCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HVMF; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=6091203.3,6100401.3; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002750; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6729; geoSampleAccession=GSM979660; labExpId=CThi10034,CThi10035; bioRep=051WC,052WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHvmfCellPapTssHmm; type=bedRnaElements; md5sum=e0759899d336dbf094ac38036181639f; size=1.5M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	HVMF	cell	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002750	2012-03-30	2012-12-30	GSM979660	CThi10034,CThi10035	051WC,052WC	Illumina_HiSeq_2000	wgEncodeRikenCageHvmfCellPapTssHmm	bedRnaElements	e0759899d336dbf094ac38036181639f	1.5M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHvmfCellPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageHvmfCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HVMF; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=6091203.3,6100401.3; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002750; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6729; geoSampleAccession=GSM979660; labExpId=CThi10034,CThi10035; bioRep=051WC,052WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHvmfCellPapTssHmm; type=bedRnaElements; md5sum=e0759899d336dbf094ac38036181639f; size=1.5M"
wgEncodeRikenCageHwpCellPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageHwpCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HWP; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=8120201.5,0092205; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002751; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6724; geoSampleAccession=GSM979661; labExpId=CThi10101ACA,CThi10101ATC; bioRep=079WC,080WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHwpCellPapTssHmm; type=bedRnaElements; md5sum=f4fdfaecc08086094a6bc4968dbb2452; size=1.6M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	HWP	cell	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002751	2012-03-30	2012-12-30	GSM979661	CThi10101ACA,CThi10101ATC	079WC,080WC	Illumina_HiSeq_2000	wgEncodeRikenCageHwpCellPapTssHmm	bedRnaElements	f4fdfaecc08086094a6bc4968dbb2452	1.6M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHwpCellPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageHwpCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HWP; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=8120201.5,0092205; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002751; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6724; geoSampleAccession=GSM979661; labExpId=CThi10101ACA,CThi10101ATC; bioRep=079WC,080WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHwpCellPapTssHmm; type=bedRnaElements; md5sum=f4fdfaecc08086094a6bc4968dbb2452; size=1.6M"
wgEncodeRikenCageImr90CellPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageImr90CellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=IMR90; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=58607680; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002754; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6740; geoSampleAccession=GSM979656; labExpId=CThi10016,CThi10018; bioRep=045WC,046WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageImr90CellPapTssHmm; type=bedRnaElements; md5sum=ed8a42b89e625c6c81d4ebad776bd405; size=4.5M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	IMR90	cell	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002754	2012-03-30	2012-12-30	GSM979656	CThi10016,CThi10018	045WC,046WC	Illumina_HiSeq_2000	wgEncodeRikenCageImr90CellPapTssHmm	bedRnaElements	ed8a42b89e625c6c81d4ebad776bd405	4.5M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageImr90CellPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageImr90CellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=IMR90; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=58607680; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002754; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6740; geoSampleAccession=GSM979656; labExpId=CThi10016,CThi10018; bioRep=045WC,046WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageImr90CellPapTssHmm; type=bedRnaElements; md5sum=ed8a42b89e625c6c81d4ebad776bd405; size=4.5M"
wgEncodeRikenCageImr90CytosolPapTssHmm.bedRnaElements.gz	NA	"wgEncodeRikenCageImr90CytosolPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=IMR90; localization=cytosol; rnaExtract=longPolyA; readType=1x50; donorId=58607680; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002752; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6720; geoSampleAccession=GSM979658; labExpId=CThi10017,CThi10019; bioRep=045C,046C; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageImr90CytosolPapTssHmm; type=bedRnaElements; md5sum=1841fa887243d2fdb1735a574b00c840; size=4.5M"	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	IMR90	cytosol	longPolyA	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002752	2012-03-30	2012-12-30	GSM979658	CThi10017,CThi10019	045C,046C	Illumina_HiSeq_2000	wgEncodeRikenCageImr90CytosolPapTssHmm	bedRnaElements	1841fa887243d2fdb1735a574b00c840	4.5M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageImr90CytosolPapTssHmm.bedRnaElements.gz	"wgEncodeRikenCageImr90CytosolPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=IMR90; localization=cytosol; rnaExtract=longPolyA; readType=1x50; donorId=58607680; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002752; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6720; geoSampleAccession=GSM979658; labExpId=CThi10017,CThi10019; bioRep=045C,046C; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageImr90CytosolPapTssHmm; type=bedRnaElements; md5sum=1841fa887243d2fdb1735a574b00c840; size=4.5M"
