file name	project	grant	lab	composite	data type	view	cell	localization	rna extract	replicate	data version	dcc accession	date submitted	date unrestricted	GEO sample accession	lab exp ID	bio rep	seq platform	table name	type	md5sum	size	url
wgEncodeRikenCageHchCellPapAlnRep1.bam	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	HCH	cell	longPolyA; readType=1x50	1; donorId=0011308.2P	ENCODE Mar 2012 Freeze	wgEncodeEH002742	2012-03-30	2012-12-30	"wgEncodeRikenCageHchCellPapAlnRep1.bam	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=HCH; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=1; donorId=0011308.2P; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002742; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6707; labExpId=CThi10104CTT; bioRep=059WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHchCellPapAlnRep1; type=bam; md5sum=dbb1648b53999f625db05b909894452a; size=107M"	CThi10104CTT	059WC	Illumina_HiSeq_2000	wgEncodeRikenCageHchCellPapAlnRep1	bam	dbb1648b53999f625db05b909894452a	107M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHchCellPapAlnRep1.bam
wgEncodeRikenCageHchCellPapAlnRep1.bam.bai	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	HCH	cell	longPolyA; readType=1x50	1; donorId=0011308.2P	ENCODE Mar 2012 Freeze	wgEncodeEH002742	2012-03-30	2012-12-30	"wgEncodeRikenCageHchCellPapAlnRep1.bam.bai	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=HCH; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=1; donorId=0011308.2P; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002742; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6707; labExpId=CThi10104CTT; bioRep=059WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHchCellPapAlnRep1; type=bai; md5sum=c818925f26354d2fbe51294ddfcbae64; size=3.1M"	CThi10104CTT	059WC	Illumina_HiSeq_2000	wgEncodeRikenCageHchCellPapAlnRep1	bai	c818925f26354d2fbe51294ddfcbae64	3.1M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHchCellPapAlnRep1.bam.bai
wgEncodeRikenCageHchCellPapAlnRep2.bam	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	HCH	cell	longPolyA; readType=1x50	2; donorId=8100808.2	ENCODE Mar 2012 Freeze	wgEncodeEH002742	2012-03-30	2012-12-30	"wgEncodeRikenCageHchCellPapAlnRep2.bam	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=HCH; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=2; donorId=8100808.2; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002742; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6709; labExpId=CThi10104ACA; bioRep=060WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHchCellPapAlnRep2; type=bam; md5sum=73e5b9c803359f325ce115c9152aa18e; size=612M"	CThi10104ACA	060WC	Illumina_HiSeq_2000	wgEncodeRikenCageHchCellPapAlnRep2	bam	73e5b9c803359f325ce115c9152aa18e	612M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHchCellPapAlnRep2.bam
wgEncodeRikenCageHchCellPapAlnRep2.bam.bai	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	HCH	cell	longPolyA; readType=1x50	2; donorId=8100808.2	ENCODE Mar 2012 Freeze	wgEncodeEH002742	2012-03-30	2012-12-30	"wgEncodeRikenCageHchCellPapAlnRep2.bam.bai	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=HCH; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=2; donorId=8100808.2; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002742; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6709; labExpId=CThi10104ACA; bioRep=060WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHchCellPapAlnRep2; type=bai; md5sum=f4d712f8aecb8f4fa5b8434853a94722; size=3.6M"	CThi10104ACA	060WC	Illumina_HiSeq_2000	wgEncodeRikenCageHchCellPapAlnRep2	bai	f4d712f8aecb8f4fa5b8434853a94722	3.6M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHchCellPapAlnRep2.bam.bai
wgEncodeRikenCageHchCellPapMinusRawRep1.bigWig	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	MinusSignal	HCH	cell	longPolyA; readType=1x50	1; donorId=0011308.2P	ENCODE Mar 2012 Freeze	wgEncodeEH002742	2012-03-30	2012-12-30	GSM979639; labExpId=CThi10104CTT; bioRep=059WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHchCellPapMinusRawRep1; type=bigWig; md5sum=d163e9d412b3229303633cd34d360e45	CThi10104CTT	059WC	Illumina_HiSeq_2000	wgEncodeRikenCageHchCellPapMinusRawRep1	bigWig	d163e9d412b3229303633cd34d360e45	4.3M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHchCellPapMinusRawRep1.bigWig
wgEncodeRikenCageHchCellPapMinusRawRep2.bigWig	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	MinusSignal	HCH	cell	longPolyA; readType=1x50	2; donorId=8100808.2	ENCODE Mar 2012 Freeze	wgEncodeEH002742	2012-03-30	2012-12-30	GSM979639; labExpId=CThi10104ACA; bioRep=060WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHchCellPapMinusRawRep2; type=bigWig; md5sum=fe289bca4cb7a0c9501527e7567be770	CThi10104ACA	060WC	Illumina_HiSeq_2000	wgEncodeRikenCageHchCellPapMinusRawRep2	bigWig	fe289bca4cb7a0c9501527e7567be770	9.7M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHchCellPapMinusRawRep2.bigWig
wgEncodeRikenCageHchCellPapPlusRawRep1.bigWig	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	PlusSignal	HCH	cell	longPolyA; readType=1x50	1; donorId=0011308.2P	ENCODE Mar 2012 Freeze	wgEncodeEH002742	2012-03-30	2012-12-30	GSM979639; labExpId=CThi10104CTT; bioRep=059WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHchCellPapPlusRawRep1; type=bigWig; md5sum=91b5da2e5ae77dab71fe7b7db39e3df2	CThi10104CTT	059WC	Illumina_HiSeq_2000	wgEncodeRikenCageHchCellPapPlusRawRep1	bigWig	91b5da2e5ae77dab71fe7b7db39e3df2	4.1M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHchCellPapPlusRawRep1.bigWig
wgEncodeRikenCageHchCellPapPlusRawRep2.bigWig	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	PlusSignal	HCH	cell	longPolyA; readType=1x50	2; donorId=8100808.2	ENCODE Mar 2012 Freeze	wgEncodeEH002742	2012-03-30	2012-12-30	GSM979639; labExpId=CThi10104ACA; bioRep=060WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHchCellPapPlusRawRep2; type=bigWig; md5sum=cb664f7fe3a37b9706789240f6e8e712	CThi10104ACA	060WC	Illumina_HiSeq_2000	wgEncodeRikenCageHchCellPapPlusRawRep2	bigWig	cb664f7fe3a37b9706789240f6e8e712	9.3M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHchCellPapPlusRawRep2.bigWig
wgEncodeRikenCageHchCellPapRawDataRep1.fastq.gz	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	RawData	HCH	cell	longPolyA; readType=1x50	1; donorId=0011308.2P	ENCODE Mar 2012 Freeze	wgEncodeEH002742	2012-03-28	2012-12-28	GSM979639; labExpId=CThi10104CTT; bioRep=059WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=302c83b584b4f3b3d5bbb8a8dd4cb0d8	CThi10104CTT	059WC	"wgEncodeRikenCageHchCellPapRawDataRep1.fastq.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=RawData; cell=HCH; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=1; donorId=0011308.2P; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002742; dateSubmitted=2012-03-28; dateUnrestricted=2012-12-28; subId=6484; geoSampleAccession=GSM979639; labExpId=CThi10104CTT; bioRep=059WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=302c83b584b4f3b3d5bbb8a8dd4cb0d8; size=220M"	"wgEncodeRikenCageHchCellPapRawDataRep1.fastq.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=RawData; cell=HCH; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=1; donorId=0011308.2P; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002742; dateSubmitted=2012-03-28; dateUnrestricted=2012-12-28; subId=6484; geoSampleAccession=GSM979639; labExpId=CThi10104CTT; bioRep=059WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=302c83b584b4f3b3d5bbb8a8dd4cb0d8; size=220M"	fastq	302c83b584b4f3b3d5bbb8a8dd4cb0d8	220M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHchCellPapRawDataRep1.fastq.gz
wgEncodeRikenCageHchCellPapRawDataRep2.fastq.gz	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	RawData	HCH	cell	longPolyA; readType=1x50	2; donorId=8100808.2	ENCODE Mar 2012 Freeze	wgEncodeEH002742	2012-03-28	2012-12-28	GSM979639; labExpId=CThi10104ACA; bioRep=060WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=1fdcdfd8c47ef898a933a274b2305606	CThi10104ACA	060WC	"wgEncodeRikenCageHchCellPapRawDataRep2.fastq.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=RawData; cell=HCH; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=2; donorId=8100808.2; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002742; dateSubmitted=2012-03-28; dateUnrestricted=2012-12-28; subId=6486; geoSampleAccession=GSM979639; labExpId=CThi10104ACA; bioRep=060WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=1fdcdfd8c47ef898a933a274b2305606; size=1019M"	"wgEncodeRikenCageHchCellPapRawDataRep2.fastq.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=RawData; cell=HCH; localization=cell; rnaExtract=longPolyA; readType=1x50; replicate=2; donorId=8100808.2; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002742; dateSubmitted=2012-03-28; dateUnrestricted=2012-12-28; subId=6486; geoSampleAccession=GSM979639; labExpId=CThi10104ACA; bioRep=060WC; seqPlatform=Illumina_HiSeq_2000; type=fastq; md5sum=1fdcdfd8c47ef898a933a274b2305606; size=1019M"	fastq	1fdcdfd8c47ef898a933a274b2305606	1019M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHchCellPapRawDataRep2.fastq.gz
wgEncodeRikenCageHchCellPapTssHmm.bedRnaElements.gz	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	TssHmm	HCH	cell	"wgEncodeRikenCageHchCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HCH; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=0011308.2P,8100808.2; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002742; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6736; geoSampleAccession=GSM979639; labExpId=CThi10104CTT,CThi10104ACA; bioRep=059WC,060WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHchCellPapTssHmm; type=bedRnaElements; md5sum=f41c9e3635733556e5eebfe5b78cf7b9; size=982K"	"wgEncodeRikenCageHchCellPapTssHmm.bedRnaElements.gz	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=TssHmm; cell=HCH; localization=cell; rnaExtract=longPolyA; readType=1x50; donorId=0011308.2P,8100808.2; dataVersion=ENCODE Mar 2012 Freeze; dccAccession=wgEncodeEH002742; dateSubmitted=2012-03-30; dateUnrestricted=2012-12-30; subId=6736; geoSampleAccession=GSM979639; labExpId=CThi10104CTT,CThi10104ACA; bioRep=059WC,060WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHchCellPapTssHmm; type=bedRnaElements; md5sum=f41c9e3635733556e5eebfe5b78cf7b9; size=982K"	ENCODE Mar 2012 Freeze	wgEncodeEH002742	2012-03-30	2012-12-30	GSM979639; labExpId=CThi10104CTT,CThi10104ACA; bioRep=059WC,060WC; seqPlatform=Illumina_HiSeq_2000; tableName=wgEncodeRikenCageHchCellPapTssHmm; type=bedRnaElements; md5sum=f41c9e3635733556e5eebfe5b78cf7b9	CThi10104CTT,CThi10104ACA	059WC,060WC	Illumina_HiSeq_2000	wgEncodeRikenCageHchCellPapTssHmm	bedRnaElements	f41c9e3635733556e5eebfe5b78cf7b9	982K	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHchCellPapTssHmm.bedRnaElements.gz
wgEncodeRikenCageHelas3CellPapAlnRep1.bam	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	HeLa-S3	cell	longPolyA	1	ENCODE Jan 2011 Freeze	wgEncodeEH001146	2010-09-21	2011-06-21	"wgEncodeRikenCageHelas3CellPapAlnRep1.bam	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=HeLa-S3; localization=cell; rnaExtract=longPolyA; replicate=1; dataVersion=ENCODE Jan 2011 Freeze; dccAccession=wgEncodeEH001146; dateSubmitted=2010-09-21; dateUnrestricted=2011-06-21; subId=2363; labExpId=J80; bioRep=011WC; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHelas3CellPapAlnRep1; type=bam; md5sum=45d63896684904984986a8eee2b0801e; size=634M"	J80	011WC	Illumina_GA2x	wgEncodeRikenCageHelas3CellPapAlnRep1	bam	45d63896684904984986a8eee2b0801e	634M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHelas3CellPapAlnRep1.bam
wgEncodeRikenCageHelas3CellPapAlnRep1.bam.bai	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	HeLa-S3	cell	longPolyA	1	ENCODE Jan 2011 Freeze	wgEncodeEH001146	2010-09-21	2011-06-21	"wgEncodeRikenCageHelas3CellPapAlnRep1.bam.bai	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=HeLa-S3; localization=cell; rnaExtract=longPolyA; replicate=1; dataVersion=ENCODE Jan 2011 Freeze; dccAccession=wgEncodeEH001146; dateSubmitted=2010-09-21; dateUnrestricted=2011-06-21; subId=2363; labExpId=J80; bioRep=011WC; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHelas3CellPapAlnRep1; type=bai; md5sum=951458bec43e7be84349f351d4061ee1; size=4.9M"	J80	011WC	Illumina_GA2x	wgEncodeRikenCageHelas3CellPapAlnRep1	bai	951458bec43e7be84349f351d4061ee1	4.9M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHelas3CellPapAlnRep1.bam.bai
wgEncodeRikenCageHelas3CellPapAlnRep2.bam	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	HeLa-S3	cell	longPolyA	2	ENCODE Jan 2011 Freeze	wgEncodeEH001146	2010-09-21	2011-06-21	"wgEncodeRikenCageHelas3CellPapAlnRep2.bam	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=HeLa-S3; localization=cell; rnaExtract=longPolyA; replicate=2; dataVersion=ENCODE Jan 2011 Freeze; dccAccession=wgEncodeEH001146; dateSubmitted=2010-09-21; dateUnrestricted=2011-06-21; subId=2374; labExpId=J81; bioRep=012WC; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHelas3CellPapAlnRep2; type=bam; md5sum=e856fe6b026f841fa8c7cfa3809fc9c8; size=613M"	J81	012WC	Illumina_GA2x	wgEncodeRikenCageHelas3CellPapAlnRep2	bam	e856fe6b026f841fa8c7cfa3809fc9c8	613M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHelas3CellPapAlnRep2.bam
wgEncodeRikenCageHelas3CellPapAlnRep2.bam.bai	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	Alignments	HeLa-S3	cell	longPolyA	2	ENCODE Jan 2011 Freeze	wgEncodeEH001146	2010-09-21	2011-06-21	"wgEncodeRikenCageHelas3CellPapAlnRep2.bam.bai	project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=Alignments; cell=HeLa-S3; localization=cell; rnaExtract=longPolyA; replicate=2; dataVersion=ENCODE Jan 2011 Freeze; dccAccession=wgEncodeEH001146; dateSubmitted=2010-09-21; dateUnrestricted=2011-06-21; subId=2374; labExpId=J81; bioRep=012WC; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHelas3CellPapAlnRep2; type=bai; md5sum=3e77310275c3f3610cfed4bc616b2cb7; size=4.9M"	J81	012WC	Illumina_GA2x	wgEncodeRikenCageHelas3CellPapAlnRep2	bai	3e77310275c3f3610cfed4bc616b2cb7	4.9M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHelas3CellPapAlnRep2.bam.bai
"wgEncodeRikenCageHelas3CellPapMinusClustersRep1.bigWig	objStatus=renamed; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=MinusSignal; cell=HeLa-S3; localization=cell; rnaExtract=longPolyA; replicate=1; dataVersion=ENCODE Jan 2011 Freeze; dccAccession=wgEncodeEH001146; dateSubmitted=2010-09-21; dateUnrestricted=2011-06-21; subId=2363; labExpId=J80; bioRep=011WC; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHelas3CellPapMinusClustersRep1; type=bigWig; md5sum=fb530996757594dd8bec8f8c6cc5e777; size=5.4M"	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	MinusSignal	HeLa-S3	cell	longPolyA	1	ENCODE Jan 2011 Freeze	wgEncodeEH001146	2010-09-21	2011-06-21	"wgEncodeRikenCageHelas3CellPapMinusClustersRep1.bigWig	objStatus=renamed; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=MinusSignal; cell=HeLa-S3; localization=cell; rnaExtract=longPolyA; replicate=1; dataVersion=ENCODE Jan 2011 Freeze; dccAccession=wgEncodeEH001146; dateSubmitted=2010-09-21; dateUnrestricted=2011-06-21; subId=2363; labExpId=J80; bioRep=011WC; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHelas3CellPapMinusClustersRep1; type=bigWig; md5sum=fb530996757594dd8bec8f8c6cc5e777; size=5.4M"	J80	011WC	Illumina_GA2x	wgEncodeRikenCageHelas3CellPapMinusClustersRep1	bigWig	fb530996757594dd8bec8f8c6cc5e777	5.4M	"http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHelas3CellPapMinusClustersRep1.bigWig	objStatus=renamed; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=MinusSignal; cell=HeLa-S3; localization=cell; rnaExtract=longPolyA; replicate=1; dataVersion=ENCODE Jan 2011 Freeze; dccAccession=wgEncodeEH001146; dateSubmitted=2010-09-21; dateUnrestricted=2011-06-21; subId=2363; labExpId=J80; bioRep=011WC; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHelas3CellPapMinusClustersRep1; type=bigWig; md5sum=fb530996757594dd8bec8f8c6cc5e777; size=5.4M"
"wgEncodeRikenCageHelas3CellPapMinusClustersRep2.bigWig	objStatus=renamed; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=MinusSignal; cell=HeLa-S3; localization=cell; rnaExtract=longPolyA; replicate=2; dataVersion=ENCODE Jan 2011 Freeze; dccAccession=wgEncodeEH001146; dateSubmitted=2010-09-21; dateUnrestricted=2011-06-21; subId=2374; labExpId=J81; bioRep=012WC; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHelas3CellPapMinusClustersRep2; type=bigWig; md5sum=1d44544b712c79cb24e087be43f43d82; size=5.3M"	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	MinusSignal	HeLa-S3	cell	longPolyA	2	ENCODE Jan 2011 Freeze	wgEncodeEH001146	2010-09-21	2011-06-21	"wgEncodeRikenCageHelas3CellPapMinusClustersRep2.bigWig	objStatus=renamed; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=MinusSignal; cell=HeLa-S3; localization=cell; rnaExtract=longPolyA; replicate=2; dataVersion=ENCODE Jan 2011 Freeze; dccAccession=wgEncodeEH001146; dateSubmitted=2010-09-21; dateUnrestricted=2011-06-21; subId=2374; labExpId=J81; bioRep=012WC; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHelas3CellPapMinusClustersRep2; type=bigWig; md5sum=1d44544b712c79cb24e087be43f43d82; size=5.3M"	J81	012WC	Illumina_GA2x	wgEncodeRikenCageHelas3CellPapMinusClustersRep2	bigWig	1d44544b712c79cb24e087be43f43d82	5.3M	"http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHelas3CellPapMinusClustersRep2.bigWig	objStatus=renamed; project=wgEncode; grant=Gingeras; lab=RIKEN; composite=wgEncodeRikenCage; dataType=Cage; view=MinusSignal; cell=HeLa-S3; localization=cell; rnaExtract=longPolyA; replicate=2; dataVersion=ENCODE Jan 2011 Freeze; dccAccession=wgEncodeEH001146; dateSubmitted=2010-09-21; dateUnrestricted=2011-06-21; subId=2374; labExpId=J81; bioRep=012WC; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHelas3CellPapMinusClustersRep2; type=bigWig; md5sum=1d44544b712c79cb24e087be43f43d82; size=5.3M"
wgEncodeRikenCageHelas3CellPapMinusSignalRep1.bigWig	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	MinusSignal	HeLa-S3	cell	longPolyA	1	ENCODE Jan 2011 Freeze	wgEncodeEH001146	2010-09-21	2011-06-21	GSM849342; labExpId=J80; bioRep=011WC; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHelas3CellPapMinusSignalRep1; type=bigWig; md5sum=fb530996757594dd8bec8f8c6cc5e777	J80	011WC	Illumina_GA2x	wgEncodeRikenCageHelas3CellPapMinusSignalRep1	bigWig	fb530996757594dd8bec8f8c6cc5e777	5.4M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHelas3CellPapMinusSignalRep1.bigWig
wgEncodeRikenCageHelas3CellPapMinusSignalRep2.bigWig	wgEncode	Gingeras	RIKEN	wgEncodeRikenCage	Cage	MinusSignal	HeLa-S3	cell	longPolyA	2	ENCODE Jan 2011 Freeze	wgEncodeEH001146	2010-09-21	2011-06-21	GSM849342; labExpId=J81; bioRep=012WC; seqPlatform=Illumina_GA2x; tableName=wgEncodeRikenCageHelas3CellPapMinusSignalRep2; type=bigWig; md5sum=1d44544b712c79cb24e087be43f43d82	J81	012WC	Illumina_GA2x	wgEncodeRikenCageHelas3CellPapMinusSignalRep2	bigWig	1d44544b712c79cb24e087be43f43d82	5.3M	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHelas3CellPapMinusSignalRep2.bigWig
